resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,device_name,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,average_cadence,average_watts,max_watts,weighted_average_watts,device_watts,kilojoules
2,"{'id': 118736122, 'resource_state': 1}",3.6 + 0.35 + 2.05,6007.5,2301,2370,20.9,Run,Run,,Apple Watch Series 6,17271604691,2026-02-03T12:20:52Z,2026-02-03T13:20:52Z,(GMT+01:00) Europe/Berlin,3600.0,,,,1,5,0,1,0,"{'id': 'a17271604691', 'summary_polyline': 'aio_I{~|oAMjA@dAC`ADXJJlALt@ATB\\NhAXJBVCb@DJHRj@PPl@UXEn@CVGn@@fAEV?XCH@JRB`A@ZDNt@CXTHJFTLRd@d@T\\RZVx@TXPLHCPQZDl@?HGPHf@ZHHVh@H\\Rh@VXn@bAx@bA`AzAXn@^n@VTT@VPx@bAZn@FFL@b@hAfB`CTRXt@JNh@b@V@n@]RCr@Xp@|@XNNWp@_BFGL?THf@`@x@|@j@ZfALv@Tx@`@VFVBXC\\?`@D\\AXDTJb@JZThA^z@n@^A^BRILK|@e@t@YpBKb@Qd@Cb@KN?NEDEPw@h@mArAuBd@_AT[TOZg@j@kAVq@f@oCRg@T_@DEVi@Ry@Tq@EXKp@Yz@u@hBU`AcBvEOX_@ZQZ_@f@ITg@r@y@xAWv@Yf@KD]@UHi@Bi@PO@a@HaABWB]T_@NWVc@T_@Jg@DQIWc@a@Wo@Sa@Wu@QUK_@E_AB{AOOCs@c@g@Oq@KYAUMm@m@UKm@q@OGG@ILu@lBMFMGa@e@[i@SQ[OO@_@Va@LQ?WOMUOIW[i@gAqA_Bm@_A{AyBUWO?WQSSMQGCWm@Oe@EGGAe@aAIEs@kA_@c@[o@KCa@k@a@qAOGYAOIe@C_@QG?YVE@KAYOSWe@oA[_@_@o@]a@Sc@YIUBMACIE[A}@EMQF[@GA_@C]NSLICUC]Ba@HQAI@ICQA_@NW@CICu@IKk@RW@QAKCYOc@Ey@]_@Cq@K_@AWQGGAM?k@Dq@f@mF', 'resource_state': 2}",False,False,False,False,everyone,False,g27268920,"[52.510892, 13.264142]","[52.51081, 13.264631]",2.611,4.38,True,168.5,178.0,False,True,64.9,54.2,18367681805,18367681805,A4DD35A0-0061-4949-B850-3D23993A0950-activity.fit,False,1,0,False,,,,,,
2,"{'id': 118736122, 'resource_state': 1}","Skating, running or surviving",4323.1,1760,1800,20.1,Run,Run,,Apple Watch Series 6,17237890388,2026-01-31T12:36:16Z,2026-01-31T13:36:16Z,(GMT+01:00) Europe/Berlin,3600.0,,,,0,3,0,1,0,"{'id': 'a17237890388', 'summary_polyline': 'eho_Isa}oAIt@Q|@GfAAl@I`A@PFJLFPBP?j@Jd@@p@TPAFDP?HFP?H@LFt@JRIFFBt@BHNRF?LCVHHEr@MN@TGH@FAZ?PEP?FCHFNGZ?NIXAFNB|@Hb@H@j@EZT\\v@t@~@Vb@Vr@b@h@Xh@FBZ^Vb@Z^pAvBLLLFLNh@z@HPl@v@DNn@v@BHHLLx@JTLR\\VZjARzAAHHv@Bh@AZB\\?l@F~@APF\\@ZHb@@b@DN@z@Db@?l@Jl@@ZFVBp@Jt@NbBFRD`@d@zB@b@HVDh@XjAn@jDPl@JP@THn@J^@RFRBXB@@RNp@ZxBJX@TJ^@XFZ?TBBRAFDYIMcAYkAOaAMo@GOMy@EMKk@EIS}@?QKo@IUUaAAm@IMIC@IOu@KQEo@YuAAQ@KKc@@[GUQ[YeB[yEYqCBo@GWCA?MEGAc@CWEOEqBDs@C_@Ko@@SK}@Es@KWQy@O[u@_AAEECOYIIES[k@s@w@Yg@mAyAo@gA[]MGAIMOAKYYq@kA[a@AGDQG]g@qA]]u@cAUg@WIg@ACBACGBGAA{AEIGEYCe@FQGOJMAu@JIAMBIAGDAC@DEHCCGAEB[DICI@WPCC@AOGEE?ESYNT]y@IGq@KQ?QGSCG@YKa@Ak@M_@AMCK@g@OIGEII[AIBKB}@LaB', 'resource_state': 2}",False,False,False,False,everyone,False,g27268920,"[52.510722, 13.264532]","[52.510845, 13.263977]",2.456,4.4,True,158.5,178.0,False,True,65.0,47.6,18333623209,18333623209,285250A6-7AF3-4893-87DC-42870ABF65DC-activity.fit,False,0,0,False,,,,,,
2,"{'id': 118736122, 'resource_state': 1}",5 stetig : Icy roads,5008.9,1939,1960,24.0,Run,Run,,Apple Watch Series 6,17205431227,2026-01-28T12:46:53Z,2026-01-28T13:46:53Z,(GMT+01:00) Europe/Berlin,3600.0,,,,0,4,0,1,0,"{'id': 'a17205431227', 'summary_polyline': 'gio_Ie||oAOxAEr@?RDJHDL?z@L^?l@DVF`@Pj@FLFNDR@PCR@F@FJ@PLb@ZHNEbAOr@Wr@ALEbAEHK^FFF@HPdGHd@?rANpAE~ADx@FvCBN@xAB~@CfAFpAAXDjA?nAJlA?xADj@CNBv@?p@RjD?bABVEtAFf@FzADNDjAAl@NtCCd@J~C?rAB~@DX?p@FbAFxDFp@A|ADvABJ@\\ALGFBl@AXEJe@Hm@TOBYN]DOHMBa@PW@WLa@LQBQJcAXq@VM@c@Js@Xs@Jm@RYTYJk@J[HQJu@B_@Zg@x@QHg@Hm@X[FIKE]KoDUuF?aAM_EEe@QsAGEQCa@Bg@?i@F[HIVEFKFGLE^Ad@EHMDOCG@OBUB[HGCWFEiA_@KIMCW@OAUBGJG@GDm@QeBAe@YiEG_@EoAU_DGuA?s@K{A@s@LsAL_A?SIKAMF[Vk@Dc@[iFGyCE}@C_AEg@@u@Ag@OaBOmCOkAGoA_@qEEyBGg@EcCB}ANuBLmABmBBYCUDEDyAHe@Z{@XwAHSNs@Tg@bAsA\\]P]d@i@Ra@Ng@', 'resource_state': 2}",False,False,False,False,everyone,False,g27268920,"[52.510858, 13.264135]","[52.512608, 13.265394]",2.583,4.483,True,170.5,184.0,False,True,69.1,52.7,18300957792,18300957792,E5051D8A-5711-4145-B227-264CFB1FC8F6-activity.fit,False,0,0,False,,,,,,
2,"{'id': 118736122, 'resource_state': 1}",Afternoon Run,4505.2,2082,2111,23.5,Run,Run,,Apple Watch Series 6,17183084420,2026-01-26T14:12:02Z,2026-01-26T15:12:02Z,(GMT+01:00) Europe/Berlin,3600.0,,,,0,0,0,1,0,"{'id': 'a17183084420', 'summary_polyline': 'uho_Ie`}oA]fDAh@?f@BVFHLFZHf@@p@ALBJHDA~@^ZCh@LR@TCHFFNDf@BJB@l@Yf@Gb@Ql@Oj@Ht@If@HJAVBDH@n@HdADfCFvA?n@NxACfADj@?|@CfAFzBHl@?b@Ep@@t@R`ECj@JhBAdANbCAvBD|@BzAHpAHjCFt@?\\BT?~@DhABVAhBBv@A\\H~A?~@Fd@@pAFh@AfAJfD@zBDp@@bCCb@QLa@JSJ]DMFQ@_@PUBq@Zi@Le@PEAYPm@L]JI?w@X}@VGF{@NMF]De@RM@}@V[To@L[Ps@z@e@JQHK@KEWYe@}CKaBO{D@c@IcA?s@WmDKMMGMAY@ODUCWFIAc@BOI_@IIWCS?{@ES?]Es@@QCo@@y@E]A{@Ce@EsBGe@?cAGkAC}@IoA@YHo@?IEQSq@m@mAc@sAKi@MkB@cAKw@Am@Bg@SoDMcB?c@Em@CaBMyACaAGaA[mBW_CCsCC]Ba@GoAOcAAc@B]?a@Dm@PqAL{BHWBe@H_@D}AXe@Nu@Zq@Rs@Zi@Pc@', 'resource_state': 2}",False,False,False,True,only_me,False,g27268920,"[52.510846, 13.264347]","[52.513541, 13.265019]",2.164,4.16,True,155.5,187.0,False,True,69.1,52.7,18278525692,18278525692,A24361CC-BAE7-4EB9-B889-097C33FBE2DC-activity.fit,False,0,0,False,,,,,,
2,"{'id': 118736122, 'resource_state': 1}",4 stetig,4006.6,1531,1538,21.8,Run,Run,0.0,Apple Watch Series 6,17151374217,2026-01-23T15:19:56Z,2026-01-23T16:19:56Z,(GMT+01:00) Europe/Berlin,3600.0,,,,1,4,0,1,0,"{'id': 'a17151374217', 'summary_polyline': 'kco_Iwu|oAb@RXFj@@t@EPb@VRNA`@MP@RE`@AZBVA^ETGVETDh@AH@FZTfIDZAp@FbAAjBHrAH`DAVDrEF`@?`AFfACxB@z@Hx@?\\FbA?h@Dt@BvAJjBBtA?`AJpA?lADd@BpBBj@?vADh@?pBJrC?r@XrF@j@AhANnEBdDDnAHZ?`ALz@AxADRArAB\\BrAFj@@hADh@@zABN@j@?|@JdAArB@l@Z|EA`@HzABzABTHpGDx@?v@JhB?~ADh@EMGkAIiA@c@CW@i@Iy@KCEB[?q@PG?GMIa@WSOFK@OFa@@m@PQCW@[Le@FU?WD[?gAPKAGESYWKIIEWC}AUqCMgAOqCKw@OeBKs@A]QcBAg@Ow@CYOcAGu@CuA', 'resource_state': 2}",False,False,False,False,everyone,False,g27268920,"[52.511638, 13.262876]","[52.511056, 13.241176]",2.617,3.8,True,172.7,182.0,False,True,71.5,52.8,18246460312,18246460312,677AA0BF-A69B-4A6E-AD74-B8686A245DF5-activity.fit,False,1,0,False,,,,,,
2,"{'id': 118736122, 'resource_state': 1}",5 stetig,5008.4,1939,1956,25.2,Run,Run,,Apple Watch Series 6,17115597063,2026-01-20T12:53:13Z,2026-01-20T13:53:13Z,(GMT+01:00) Europe/Berlin,3600.0,,,,0,3,0,1,0,"{'id': 'a17115597063', 'summary_polyline': 'who_Iw`}oAEh@S~AKlB@^NRh@@|@LRAXD\\Nf@LLH`@DL@\\EL@LBTr@DHJDb@EjACXE\\?XEd@CVIVBHERANBDLJhCD`@H|EHjAAjAFn@?`AD|@B~BJ~BCVDf@Af@DPC^@zB@ZFT?f@Dn@Ah@@`@Hv@Cf@DpA?|ADz@@n@Jn@AZ?~@F^DlALdBAf@BPCr@Bx@Fp@Cx@Dn@?d@JvA?~ABPA`BH`DFd@A~@Dv@A\\Fr@@nAI`AKTGFSBg@VUFc@TM?QJOBKLKFe@HQ?EDKAMLMF[AO@_@NOJ[F[Ns@Ne@LGECg@EMEAOJc@@a@^UBG?OBSbAGLWJS@e@RaAXKLKTW`@OFYB_@Pq@TEACMAg@Ee@CmABYOcB?q@M_C@UKqCQ}CIg@GCi@Js@IKFOA_@B]HORETATFf@CNSFa@BSFe@BGDUBCEAG@w@CEMIO@EEAcALO?o@WwCMsB?e@OwAGyAQyBCq@MaA?e@Ce@?}ALgBNgABy@Pi@BSIkBKqBC_A@iAOqBKaDOiBCsBM}AWkBUyDAq@K{@A[G[BkA@kAGgBPqBl@aD?_@Ma@AWFyALq@d@sAT}@|@uBH[f@s@t@kAFETe@X_@', 'resource_state': 2}",False,False,False,False,everyone,False,g27268920,"[52.510931, 13.264509]","[52.512876, 13.266043]",2.583,5.24,True,176.9,186.0,False,True,69.7,52.7,18210438648,18210438648,E71180C3-877B-4CD3-AD46-09F61F1FFD9A-activity.fit,False,0,0,False,,,,,,
2,"{'id': 118736122, 'resource_state': 1}",Recovery 🤒,3003.9,1101,1153,11.1,Run,Run,0.0,Strava App,17094110500,2026-01-18T14:33:19Z,2026-01-18T15:33:19Z,(GMT+01:00) Europe/Berlin,3600.0,,,,0,5,0,1,0,"{'id': 'a17094110500', 'summary_polyline': 'qho_Ic`}oAId@IdAIrABd@Iz@Ah@S^k@JECKBOKOAOEWACCg@GGGG@KGM@SGOBWICGM@YGY?OCY?SICGKHCAC@_@IO?UII@OHS[SAKGCGQIGAIFICEBMAEEG?EAKFWKKDSEUJQ]COEGMCSm@MSIWEGKEEGCQEES?EJI@KKGOI@GFMDEEIKGHENMMEAOCCJMCIOSKGGI@GGYMGMGGOGGQKFQUE@ABOEMMEB[SI@IKI?EKOEQSGCIKU?[OKJC?QQA@Q[KIO]EAEBCDE?[EOOQEACOGIASM?EYEa@[a@MG?GKEAEI@MHc@RaCHq@NaC@[WKM?c@OI?gAc@I@UMIAYOI?[GKISEWOeA_@HIFeAL}@@CP@Hg@?IEMI?a@OMIJH`@NRNCVIZSDW`CBJL@PH@EBBRBbA`@VLFFHAHFVFXRVDD?TJ`AVNHNP?XY|CIlA@NDFTHBFDADFLFL?BAPJJB^TDFDNVL@VBNFFHRJb@h@f@LBVPN?`@TH@RRJEVN@HDDRLJB', 'resource_state': 2}",False,False,False,False,everyone,False,g27268920,"[52.510901, 13.264437]","[52.516912, 13.260744]",2.728,4.42,False,,,False,False,63.7,51.2,18188787306,18188787306,FA472D2B-27A0-4D16-98BC-4667FD0ADF6A-activity.fit,False,0,0,False,,,,,,
2,"{'id': 118736122, 'resource_state': 1}",Last long run of 25,14008.5,5548,5719,83.4,Run,Run,2.0,Apple Watch Series 6,16865751221,2025-12-28T13:49:49Z,2025-12-28T14:49:49Z,(GMT+01:00) Europe/Berlin,3600.0,,,,3,5,0,1,0,"{'id': 'a16865751221', 'summary_polyline': 'mho_Iga}oAc@fBD`AKVHLIfAIHLr@GJ`@Ij@FLSGFHZ\\[^N_@CfA\\KJNa@J??ELf@IUj@D@PRO?j@VYp@JGXNIBj@VTb@Y?PCSp@SAXTY\\RR_@ZGN@?N`@Qr@Lz@MHHFjB|@CrB`Dd@pAtAxA\\v@nIpLRxAp@v@ZlAXtDF~CPlAZpDGtAPpALP?~B`AlEZtBBdALl@\\`@HfAv@hCN|Bz@|C\\`DNzCGbB^zDKp@KlB^lBCh@^bAHt@Cv@Lx@nCjJv@hAf@vBdAhBl@|@\\|BXt@^bCZ~@Cj@TfBCfBT|@t@N^p@\\AnCfDpA|CzBjJh@`@v@QFv@a@t@}Az@gAjAMb@]Jq@|@Y@wAdAs@fAiA|@q@tAWCiA|A]FO\\Dn@Xd@^XX|AIlAN`BO\\c@lCDbCMh@Jv@Il@t@|EZhAZ~DE~AJf@k@dHApB[bBQzCm@`ECbASp@iAzGQtBOh@HXv@d@l@jCx@|BLz@Cb@TXJj@bBzAd@dAf@ZnClDz@jAZ|@d@`@lCpHn@~BhCxFHh@PJt@`Bl@LrAj@jAjA~E~ATRr@rBN`BG\\XtAGb@LNJv@?`BUt@u@S]a@oC_@kAhAKA}DiAy@y@wAw@w@CU`A?hAHv@b@t@~CzBlFtAbCEvDiAn@HiB`@|@g@n@FxAnAj@|@bCjHxAtBrBb@tAAsCMaA]u@u@iAyBqB_G_EmEGs@JeC?eDc@_DDgA_BiCeBe@i@JAUYHmDcD_@_A][o@gCUUWeAQS{EoNoCgFeE{FeAoC[c@kAaDO{@UM_@sAMAs@_Ca@k@k@_BeAsASs@YOgAqCe@k@eA[gCEeB\\sBPmE]a@k@WPe@Qy@m@c@cAm@iAw@m@gB]sBm@aB_A}@_AW_AkB}Ci@yAiAsB{@k@sCm@WUu@QkBiBO]kByA{AyAk@qAaBkA@k@f@i@bCa@nBApAgAhAkD~@gBFe@ZIj@iAj@[Xq@x@s@@m@PKR{@~@iATw@ZUbBoFPKP}@^c@fBgErAgGb@c@z@?La@MiBXgADw@[oFDsBI[GcFQaBEuB?{CW}A?gBQqAHa@CmAISFiBSaCPmA_@mEA_EIgEIa@EqD_@mEAaAHcCMqA@}AGiB]sGDqAQgBL{@OyC', 'resource_state': 2}",False,False,False,False,everyone,False,g27268920,"[52.51077, 13.264537]","[52.508455, 13.252886]",2.525,5.5,True,161.6,175.0,False,True,69.3,33.3,17957869423,17957869423,383ACE7E-C45D-448B-8EB9-19AD5B8C3480-activity.fit,False,0,1,False,,,,,,
2,"{'id': 118736122, 'resource_state': 1}",Hamburg train ft. Max & Marlene,7014.5,2718,2925,32.7,Run,Run,,Apple Watch Series 6,16845692456,2025-12-26T14:17:58Z,2025-12-26T15:17:58Z,(GMT+01:00) Europe/Berlin,3600.0,,,,0,3,1,3,0,"{'id': 'a16845692456', 'summary_polyline': '{fbfI}u~{@K@a@C[UEGa@kA[i@g@qAW{AaAmDKe@U]GAIFI?GG?OO}@]kAC[SkAKaAEw@?aAHwAFc@?OGOKMKKG?EKCe@w@kBMaAM_@CGMKCIYg@Mk@e@s@U{AYo@_@]GK?IGHYJM@ECa@q@u@qAQM]QOa@c@cBGsEBo@B_@COAEQGM@UKa@Em@q@w@aAg@aASSOYOMQUg@_ASq@UeAQe@Kg@Eg@?SJuACm@LyAPe@NWJ]LMb@u@J_@Bg@Ei@Aq@KmBCcCQeB?mAIm@SmCQ{AIiEKy@GiADc@IkADeBCg@NsAEi@BcBCsA@]J}@FaAGq@OgAK{ASe@UYe@}@Oy@AcA@mCEw@DiBIqED}AJaANy@ZcALeABwAKsBKgA@{@P}AL{@Rs@PkALg@DIFAN@r@Vh@^TFr@p@XL^XTHJ@VR\\Pp@Vb@Z`@`@TDd@V\\Hp@j@`@PTFNPb@X\\LXRJ@DABIFi@ZoAHe@FODCNF~@Nf@KF?ZNZTf@RPKXYH]FaA`@uBTiBf@uBN_BNq@HQF?v@TVVRDRRr@ZZV`@LPZ`@|AL`AJrAB|@?zAM`BAdAG|@EbBGt@At@Il@HjDQtAm@hDWhBOx@Ix@]fB[bCk@tCW~AUz@QbBEVO`BWlAQfAMzAo@jEY|@E^GPEJa@\\MREH?dAGb@BZ?h@Gv@GRD`@@^LzADdBH~@@zAHj@Dv@@xADd@IdADrEX~BPnDHt@PvCLx@BtAAj@@RCHN`A@~@F^Tr@Dx@Fh@L|ADP@f@DTCvDK|A?tA]|CG^Uf@MN_@VKLUJOLKD_@A_@Xi@HICSYI?s@vCF`AL\\PRLVRrAH`AB~@Jx@?l@HnAT|@B|@D`@Nn@TZFNHr@Nn@Zl@HTHJHIFAHHRbAFl@z@`CRZ\\?', 'resource_state': 2}",False,False,False,False,everyone,False,g27268920,"[53.591172, 9.992807]","[53.591378, 9.992604]",2.581,3.88,True,164.6,183.0,False,True,25.7,7.5,17937448075,17937448075,6408BB75-2017-4603-8757-BDB9195B91CC-activity.fit,False,0,2,False,,,,,,
2,"{'id': 118736122, 'resource_state': 1}",Afternoon Run,2023.2,649,659,6.2,Run,Run,0.0,Apple Watch Series 6,16810616425,2025-12-22T12:45:36Z,2025-12-22T13:45:36Z,(GMT+01:00) Europe/Berlin,3600.0,,,,0,4,0,1,0,"{'id': 'a16810616425', 'summary_polyline': 'gio_Iy}|oAGt@?d@In@?`@BZRLPDh@?XDb@?h@NZR^F\\@PFx@AFDDJHn@x@]`@I\\@f@C|@@p@CXBn@AHDNzCBpBLhD?nBFfAAdBB^@nAJnAAn@Es@?oCAeAOm@Ek@BuAGaAAiBGmBG{@As@IcAEo@IIG?]Ho@?IFUFOCi@CoBJKJU@IMI_@KQECOBUL[EMDWG', 'resource_state': 2}",False,False,False,False,everyone,False,g27268920,"[52.511073, 13.26415]","[52.512133, 13.261747]",3.117,4.84,True,167.5,181.0,False,True,65.0,61.5,17901821904,17901821904,9D731CDC-3E46-459A-996F-3448FD1A601A-activity.fit,False,0,0,False,,,,,,
2,"{'id': 118736122, 'resource_state': 1}",Pberg - Malchow,13017.6,5128,5226,21.5,Run,Run,2.0,Apple Watch Series 6,16793705623,2025-12-20T12:48:47Z,2025-12-20T13:48:47Z,(GMT+01:00) Europe/Berlin,3600.0,,,,0,4,2,1,0,"{'id': 'a16793705623', 'summary_polyline': 'kew_Iyh}pAXeE|@{DDy@bAeCV{A\\gAPKPmBo@Gi@u@Q}@QImAgDCu@[Co@mAO}@_AyBAUNSCc@QOk@oBYa@SsAWu@uAgCs@}CQ_@@UU_@Ge@m@kBA_@o@uA?eAQaAW]]B}@cCSSMBAMo@c@Im@Yg@]gBs@wAC]i@sAk@qBi@i@_AeE_@w@E[ICk@aCQQ]cBQK]eB_@wAm@oAu@{C[w@OMS_Am@oAeAoCMo@SQIc@UCCm@QOUsAaAeDSKQuAaAcDm@mASy@_@]?WpAkE~AqEj@sBAUgCiEYQiCeEmC{COc@kAaBJYA]y@w@Mc@uAaBWu@Gi@@u@XoEJgDVaDd@cLFiGZiE{HwE_@a@Sy@Ya@w@uCiBqFqAmFqByEa@uAa@q@}AcFNq@hAyBhEcLvA{DAMs@s@kH{JmDkFgDoEGYu@gAe@]sAuB{BeCI}@y@eDMa@IDo@zA]VVQf@cADa@MY[Ky@gAH}@ESQZf@hAuBkCaAu@QaBw@JeC?s@I}@PkEDyBjA_@l@@MEZOREv@FjEIbBHXKZA`C@aAf@FJg@p@ZbCTPnB^h@XF\\p@H^Eh@Fx@`ARpBfAl@BpAf@f@JZObAHFJLQ`BQpBuCVaAPuAJqCHUTAhEhG|DfGhPjU?XsH`Sq@fAAVJHjArC`@r@VhAvApDb@bBR\\F^`AbCh@vB`AbCb@tAR`AR\\XzArA|@dCvAb@ZJLHv@z@v@KhAQvF?hAKz@kA~U@dAFXPHDLK|BQtB\\l@bC|CHRM`@DT~CvDjBlCv@bAv@j@^h@nAb@f@d@Xj@BJMp@e@`A}@nDi@lAYlA]l@Mx@IH[tAl@`@p@jAN`AhBdFDh@d@jBV`@Tl@?Xj@dA^xA`@~@?^Rx@j@v@Tr@LDNl@b@l@|A`Gd@d@L`AR\\Ar@tAhDBTHBTz@Gn@n@dAH@NVJr@Zj@B^f@jB`@XEVPR@J^Rl@tAGl@LDHx@TLNZC`@Ll@d@jAVjAXf@H|BTRLp@XZLCXt@b@d@d@hBh@lAFd@x@rACZVt@PdA^j@Jp@\\`@HP`@lBDTKEFNn@`ATn@z@jAL`A?\\^`@Rt@h@bAPn@?v@`A`ALZRJPbAn@v@Nh@FMTHYd@{AlE', 'resource_state': 2}",False,False,False,False,everyone,False,g27268920,"[52.553029, 13.422771]","[52.552678, 13.426357]",2.539,4.32,True,170.8,179.0,False,True,54.9,46.3,17884668997,17884668997,5D188D04-AEFF-4AB9-B11C-F1232DD95FE8-activity.fit,False,0,4,False,,,,,,
2,"{'id': 118736122, 'resource_state': 1}",Michelangelo,5077.3,1984,2127,14.7,Run,Run,0.0,Apple Watch Series 6,16776245799,2025-12-18T12:40:42Z,2025-12-18T13:40:42Z,(GMT+01:00) Europe/Berlin,3600.0,,,,0,4,0,1,0,"{'id': 'a16776245799', 'summary_polyline': 'idw_Imo}pABYDMHi@Xy@F[FIFWB[HM@M?IBMHQFYT[DOJg@Dm@JWFWVs@?DA?ZmBPGLMVaAv@}B@KJWPw@FMn@oBr@sCHQNw@~@wCJS\\{At@iCBSh@yAPo@Tw@@O^gAF_@La@BUd@gAPk@Dg@HQJc@LS?QN_@BMFGBSAKKSKKB?Rm@Ha@JSLe@BUNUJi@HKBYNW@[NYNi@N]l@sBBOFG\\GPWHSJy@HODo@LUDQJOBKDw@BMBCB?^i@BUJU?KR[?MDCPg@@UBKJWJM@UDMBIRSJc@Vm@Nw@GWJi@Pi@Fa@FMH_@Xq@H]Fk@VeAZy@@Sp@gCb@kAFa@Rs@Rg@BUh@wBLy@Nm@h@}ABWL]BWL_@BOFINk@@ORm@JQFUZu@?Gb@{@DC@Ol@mAW`@MZKPCNOXQl@GFO`@KJY~@GLk@~BMXId@]bAMv@M\\CVS~@A?If@Wr@Id@O\\[bAUdAWp@YlAO\\YpAWt@CP@\\Ud@KJSr@GHG\\Qh@It@EHBVBHAHINCTITAPOf@GLKDKXEZAC@?GL@P_@xAGH?LM^?JORQh@IFOn@M\\GDOn@Kv@GPETKJAPINGFIBGAGBICEDIVMV[rAILMr@ILOl@Qd@EHI\\O^E@Kz@UfAK^IDALATP^?ZOZI`@c@lAEPGLId@K\\ALK\\MPQx@GNc@lB]pAQd@CRMTg@tAU~@IHIh@O\\g@jBSl@IJUOSQULGAGEA@DZNP@RHZ@JG^BL?`@ILAHe@zAc@bAs@tCKR[|@i@tBHJVJXD^TA@CAOfAY\\EPIP_@dBM`@IDIx@o@hBU|@MPM^', 'resource_state': 2}",False,False,False,False,everyone,False,g27268920,"[52.552951, 13.423927]","[52.55247, 13.424254]",2.559,4.16,True,167.6,179.0,False,True,53.9,47.5,17866944067,17866944067,2DB667F9-6989-45DE-BE07-F660D57066D7-activity.fit,False,0,1,False,,,,,,
2,"{'id': 118736122, 'resource_state': 1}",Morning stetig 4,4022.9,1555,1561,23.7,Run,Run,,Apple Watch Series 6,16755403254,2025-12-16T07:25:19Z,2025-12-16T08:25:19Z,(GMT+01:00) Europe/Berlin,3600.0,,,,1,3,0,1,0,"{'id': 'a16755403254', 'summary_polyline': 'cho_Ika}oA[pBSnDD\\HHPC^B\\FHD`@B|@NF?HDp@BXH`AHBRBx@FPJ@VIV?`AUR?HBDCTCTOZEZCf@Dl@EBHRlHF|EDh@AXRfH@h@AhBFfAFxCARNnDAV@|AD^BvADTD|AANJjCHtEJpBBrCNdE@fBNzD@t@Ab@NzBCjBH|@ATGHk@To@NOJM@OHe@Fy@ZU@OHOB[LMB_@Pk@NM@c@Pm@NU@KHUDi@VSF[B{@ZW@MDGAOFM@c@NMEEMA[UcAMw@?MKSIe@{@_EYaB_@yAUiBSw@AOQm@k@_DcA{DKk@i@gAYe@GQ{B{Ee@kA]k@k@_BSgAEmBQyB?s@MyAA{@CGA}@MuB?g@MaCAw@SaCSkAGaAE[Aw@CW@QG[GsB?oABSA]@aAA_BJeACUD[AeBHg@?QJg@BYJQ`@CTFLI@@', 'resource_state': 2}",False,False,False,False,everyone,False,g27268920,"[52.510529, 13.264266]","[52.513523, 13.259814]",2.587,3.96,True,168.9,182.0,False,True,68.8,52.7,17845888168,17845888168,5A54B753-F3F1-4FD3-A871-D433DE4B4C5E-activity.fit,False,1,1,False,,,,,,
2,"{'id': 118736122, 'resource_state': 1}",Afternoon Run,705.4,296,296,0.0,Run,Run,,Apple Watch Series 6,16731186557,2025-12-13T13:59:45Z,2025-12-13T14:59:45Z,(GMT+01:00) Europe/Berlin,3600.0,,,,0,0,0,1,0,"{'id': 'a16731186557', 'summary_polyline': 'g~v_Iuy{pAUCUKY@]_@CGAM@S]MIIA@e@ECCc@g@IUE?II]s@SGIUEUM]AYDg@AQ', 'resource_state': 2}",False,False,False,True,only_me,False,g27268920,"[52.549311, 13.416187]","[52.553098, 13.422661]",2.383,4.1,True,157.0,171.0,False,True,58.3,52.3,17821358678,17821358678,1214B3E6-26E7-4E4D-AD2B-AF5C58DEBDFC-activity.fit,False,0,0,False,,,,,,
